split,source_label,label,tfidf_similarity,keyword_overlap_ratio,education_level_score,experience_gap,sbert_score
train,No Fit,0,0.1381,0.35,0,0.0,0.4184935
train,No Fit,0,0.0684,0.2,0,26.0,0.35497418
train,No Fit,0,0.0915,0.25,0,14.0,0.25891468
train,No Fit,0,0.0523,0.05,1,15.0,0.24723883
train,No Fit,0,0.1166,0.3,1,13.0,0.45578265
train,No Fit,0,0.0441,0.15,0,5.0,0.26097053
train,No Fit,0,0.0164,0.0,0,20.0,0.16515636
train,No Fit,0,0.05,0.25,-1,5.0,0.34668574
train,No Fit,0,0.0329,0.1,2,3.0,0.078745924
train,No Fit,0,0.0316,0.3333,0,0.0,0.41362435
train,No Fit,0,0.1136,0.35,0,13.0,0.2544363
train,No Fit,0,0.0244,0.375,0,15.0,0.26578966
train,No Fit,0,0.0921,0.3,0,-6.0,0.41459855
train,No Fit,0,0.0919,0.3,-1,0.0,0.5562227
train,No Fit,0,0.0669,0.15,0,12.0,0.37951127
train,No Fit,0,0.0594,0.15,0,23.0,0.21659075
train,No Fit,0,0.0424,0.4,1,7.0,0.26765376
train,No Fit,0,0.1049,0.35,0,14.0,0.38514864
train,No Fit,0,0.0341,0.05,3,14.0,0.21046107
train,No Fit,0,0.1358,0.35,1,13.0,0.3827715
train,No Fit,0,0.0381,0.2,0,-1.0,0.229681
train,No Fit,0,0.1558,0.55,1,0.0,0.4303437
train,No Fit,0,0.0234,0.25,-1,8.0,0.20383209
train,No Fit,0,0.0208,0.05,2,8.0,0.1566245
train,No Fit,0,0.0528,0.35,0,12.0,0.2962007
train,No Fit,0,0.0716,0.25,0,13.0,0.36794513
train,No Fit,0,0.0369,0.15,0,23.0,0.38886574
train,No Fit,0,0.0326,0.2,0,5.0,0.3110294
train,No Fit,0,0.0436,0.15,0,0.0,0.2311709
train,No Fit,0,0.0758,0.5,0,17.0,0.35085693
train,No Fit,0,0.0151,0.1,0,14.0,0.2592687
train,No Fit,0,0.0478,0.25,1,23.0,0.30965838
train,No Fit,0,0.0214,0.1111,0,0.0,0.35067487
train,No Fit,0,0.0466,0.15,0,13.0,0.44137472
train,No Fit,0,0.0646,0.2,0,4.0,0.28917083
train,No Fit,0,0.0515,0.2,0,3.0,0.33317193
train,No Fit,0,0.144,0.5,-1,-10.0,0.36767808
train,No Fit,0,0.0437,0.15,0,11.0,0.28768277
train,No Fit,0,0.0174,0.15,0,14.0,0.18467289
train,No Fit,0,0.1055,0.25,-1,-15.0,0.26747394
train,No Fit,0,0.1144,0.25,2,10.0,0.22125165
train,No Fit,0,0.0897,0.25,0,7.0,0.4066718
train,No Fit,0,0.0308,0.05,0,17.0,0.3152967
train,No Fit,0,0.0441,0.1,0,5.0,0.40266904
train,No Fit,0,0.0861,0.25,0,9.0,0.3867689
train,No Fit,0,0.0517,0.2,0,0.0,0.42348838
train,No Fit,0,0.1016,0.3,-2,5.0,0.30795634
train,No Fit,0,0.0473,0.25,1,9.0,0.4564736
train,No Fit,0,0.0882,0.25,0,11.0,0.49663544
train,No Fit,0,0.0909,0.2,0,3.0,0.351636
train,No Fit,0,0.0157,0.05,-2,11.0,0.25749964
train,No Fit,0,0.13,0.45,0,7.0,0.51260656
train,No Fit,0,0.1193,0.3,0,14.0,0.3965857
train,No Fit,0,0.0997,0.35,-2,12.0,0.24349767
train,No Fit,0,0.0429,0.25,0,4.0,0.4204831
train,No Fit,0,0.0823,0.35,0,0.0,0.38685736
train,No Fit,0,0.0709,0.25,0,9.0,0.35845536
train,No Fit,0,0.0971,0.35,0,20.0,0.36690664
train,No Fit,0,0.046,0.15,2,-5.0,0.40550667
train,No Fit,0,0.0833,0.3,1,13.0,0.3135285
train,No Fit,0,0.1571,0.5,2,10.0,0.39261386
train,No Fit,0,0.0421,0.3,-2,0.0,0.29408357
train,No Fit,0,0.0491,0.1,2,8.0,0.11041345
train,No Fit,0,0.0521,0.15,0,0.0,0.29852098
train,No Fit,0,0.0352,0.15,0,11.0,0.3531421
train,No Fit,0,0.048,0.1,-2,0.0,0.24541725
train,No Fit,0,0.0364,0.05,0,12.0,0.32008347
train,No Fit,0,0.0441,0.2,0,8.0,0.410608
train,No Fit,0,0.0766,0.3,-1,12.0,0.34781837
train,No Fit,0,0.0658,0.4,0,2.0,0.3482982
train,No Fit,0,0.054,0.2,1,1.0,0.3270806
train,No Fit,0,0.0637,0.15,0,14.0,0.38954008
train,No Fit,0,0.0626,0.1,0,10.0,0.25746083
train,No Fit,0,0.2008,0.55,0,9.0,0.5727428
train,No Fit,0,0.0593,0.15,1,12.0,0.12941644
train,No Fit,0,0.0196,0.05,0,-1.0,0.4155949
train,No Fit,0,0.0316,0.15,-1,6.0,0.23033008
train,No Fit,0,0.0398,0.25,1,14.0,0.26651278
train,No Fit,0,0.0754,0.25,0,21.0,0.32531816
train,No Fit,0,0.0651,0.3636,-1,14.0,0.5245297
train,No Fit,0,0.0833,0.4,1,7.0,0.25714582
train,No Fit,0,0.0246,0.1,1,13.0,0.24236335
train,No Fit,0,0.0501,0.05,0,5.0,0.2267591
train,No Fit,0,0.0404,0.15,-1,4.0,0.2894436
train,No Fit,0,0.0388,0.3,0,5.0,0.25805673
train,No Fit,0,0.0545,0.3,0,35.0,0.33482504
train,No Fit,0,0.0724,0.35,1,5.0,0.20740858
train,No Fit,0,0.0548,0.25,0,7.0,0.41396585
train,No Fit,0,0.0141,0.05,2,4.0,0.24205475
train,No Fit,0,0.0376,0.1,-1,21.0,0.27879596
train,No Fit,0,0.0435,0.15,-2,0.0,0.21284932
train,No Fit,0,0.0201,0.0,1,12.0,0.41534
train,No Fit,0,0.0134,0.1667,-1,3.0,0.3381524
train,No Fit,0,0.0815,0.1,0,-1.0,0.34379327
train,No Fit,0,0.0176,0.05,-2,14.0,0.24272479
train,No Fit,0,0.031,0.2,0,0.0,0.40587008
train,No Fit,0,0.049,0.3,0,0.0,0.32160306
train,No Fit,0,0.0662,0.35,1,0.0,0.26222193
train,No Fit,0,0.0483,0.15,0,13.0,0.36414883
train,No Fit,0,0.0635,0.35,0,-4.0,0.34177095
train,No Fit,0,0.04,0.15,1,10.0,0.4253007
train,No Fit,0,0.0485,0.2,-1,10.0,0.3463899
train,No Fit,0,0.1196,0.25,-2,3.0,0.3724383
train,No Fit,0,0.0202,0.15,0,2.0,0.4466498
train,No Fit,0,0.0645,0.2,1,12.0,0.48547423
train,No Fit,0,0.1488,0.4,0,5.0,0.42958432
train,No Fit,0,0.0733,0.25,0,26.0,0.43634617
train,No Fit,0,0.0265,0.1,1,-5.0,0.25352675
train,No Fit,0,0.0722,0.4,2,10.0,0.29267043
train,No Fit,0,0.0651,0.25,-1,0.0,0.34243506
train,No Fit,0,0.0854,0.2,1,0.0,0.27388266
train,No Fit,0,0.0473,0.35,0,5.0,0.21465828
train,No Fit,0,0.1398,0.4,0,0.0,0.42049846
train,No Fit,0,0.0994,0.25,1,13.0,0.44467798
train,No Fit,0,0.1162,0.35,-2,3.0,0.28480408
train,No Fit,0,0.0241,0.1,-1,15.0,0.29012382
train,No Fit,0,0.0936,0.3,0,0.0,0.4409944
train,No Fit,0,0.0621,0.4286,0,14.0,0.4463767
train,No Fit,0,0.2308,0.6,1,11.0,0.339522
train,No Fit,0,0.0502,0.15,0,8.0,0.2957851
train,No Fit,0,0.0371,0.05,-1,6.0,0.46473795
train,No Fit,0,0.1034,0.15,-2,18.0,0.22978517
train,No Fit,0,0.0299,0.1,-2,4.0,0.36435688
train,No Fit,0,0.0854,0.3,1,17.0,0.35661352
train,No Fit,0,0.0901,0.3,0,23.0,0.35740697
train,No Fit,0,0.0925,0.2,-1,11.0,0.5015293
train,No Fit,0,0.0913,0.15,0,6.0,0.23424795
train,No Fit,0,0.0146,0.1,0,12.0,0.23595761
train,No Fit,0,0.0553,0.15,1,12.0,0.51186895
train,No Fit,0,0.0436,0.15,0,12.0,0.28097808
train,No Fit,0,0.0446,0.0,0,4.0,0.2798749
train,No Fit,0,0.0428,0.2,0,9.0,0.40591186
train,No Fit,0,0.0556,0.25,0,14.0,0.25949782
train,No Fit,0,0.0364,0.15,0,0.0,0.4463549
train,No Fit,0,0.0678,0.15,-1,10.0,0.38430867
train,No Fit,0,0.076,0.2,-2,0.0,0.41286337
train,No Fit,0,0.019,0.1176,0,8.0,0.29559818
train,No Fit,0,0.0554,0.15,0,12.0,0.30041462
train,No Fit,0,0.0491,0.2,1,0.0,0.2932203
train,No Fit,0,0.1003,0.35,0,2.0,0.4800586
train,No Fit,0,0.0226,0.1,0,2.0,0.29172468
train,No Fit,0,0.07,0.25,0,18.0,0.23675388
train,No Fit,0,0.0837,0.15,0,-2.0,0.46000057
train,No Fit,0,0.0793,0.35,1,0.0,0.3517493
train,No Fit,0,0.0386,0.1429,-1,15.0,0.24507879
train,No Fit,0,0.0313,0.15,1,12.0,0.4003358
train,No Fit,0,0.0656,0.1,0,10.0,0.2044281
train,No Fit,0,0.0446,0.45,-2,4.0,0.39718527
train,No Fit,0,0.0431,0.15,0,15.0,0.35563028
train,No Fit,0,0.0499,0.2,-1,14.0,0.34333742
train,No Fit,0,0.0508,0.2,1,13.0,0.3066813
train,No Fit,0,0.0376,0.1,0,5.0,0.39487243
train,No Fit,0,0.0577,0.15,-2,14.0,0.4381762
train,No Fit,0,0.0126,0.1538,0,3.0,0.29682115
train,No Fit,0,0.097,0.25,-1,5.0,0.37988645
train,No Fit,0,0.0568,0.35,0,11.0,0.25219095
train,No Fit,0,0.0839,0.25,0,0.0,0.29519227
train,No Fit,0,0.0232,0.1,0,11.0,0.22903262
train,No Fit,0,0.0912,0.5,0,10.0,0.28682482
train,No Fit,0,0.0257,0.1538,-1,7.0,0.17519253
train,No Fit,0,0.0209,0.1,1,9.0,0.3217364
train,No Fit,0,0.0234,0.05,1,3.0,0.28181994
train,No Fit,0,0.1284,0.5,1,13.0,0.36017042
train,No Fit,0,0.0775,0.35,2,15.0,0.34187794
train,No Fit,0,0.107,0.1,1,16.0,0.42858702
train,No Fit,0,0.0713,0.4,0,0.0,0.54157865
train,No Fit,0,0.0474,0.15,0,20.0,0.348356
train,No Fit,0,0.1026,0.2,0,8.0,0.26661697
train,No Fit,0,0.0518,0.2,0,13.0,0.24443445
train,No Fit,0,0.0607,0.15,-1,4.0,0.33449864
train,No Fit,0,0.0431,0.35,0,4.0,0.38294652
train,No Fit,0,0.0418,0.15,-1,-15.0,0.34820434
train,No Fit,0,0.0494,0.1,0,12.0,0.2461305
train,No Fit,0,0.0,0.0,1,11.0,0.3614593
train,No Fit,0,0.119,0.55,0,7.0,0.35317376
train,No Fit,0,0.0219,0.15,0,8.0,0.2386328
train,No Fit,0,0.2186,0.3,-2,8.0,0.70382804
train,No Fit,0,0.0527,0.25,0,12.0,0.206346
train,No Fit,0,0.0316,0.1,0,13.0,0.18747626
train,No Fit,0,0.0407,0.1,0,5.0,0.38062486
train,No Fit,0,0.1489,0.15,0,18.0,0.4486176
train,No Fit,0,0.0603,0.15,0,0.0,0.3768177
train,No Fit,0,0.0329,0.1,0,1.0,0.36273757
train,No Fit,0,0.0504,0.15,1,11.0,0.32145202
train,No Fit,0,0.0872,0.15,-2,8.0,0.3934903
train,No Fit,0,0.0564,0.3,-1,8.0,0.48355162
train,No Fit,0,0.0793,0.25,-2,16.0,0.5638112
train,No Fit,0,0.0187,0.25,-1,-10.0,0.301613
train,No Fit,0,0.0372,0.2,1,9.0,0.301063
train,No Fit,0,0.1079,0.45,0,0.0,0.43564868
train,No Fit,0,0.0661,0.2,2,8.0,0.3059665
train,No Fit,0,0.0694,0.15,0,12.0,0.6264051
train,No Fit,0,0.0934,0.3,-1,2.0,0.3990009
train,No Fit,0,0.0802,0.25,1,-2.0,0.23120415
train,No Fit,0,0.0776,0.15,2,0.0,0.41701704
train,No Fit,0,0.0708,0.2,0,7.0,0.45253253
train,No Fit,0,0.0508,0.05,-1,0.0,0.3580467
train,No Fit,0,0.0602,0.2,-1,0.0,0.36460152
train,No Fit,0,0.064,0.4,0,10.0,0.4233081
train,No Fit,0,0.0208,0.2143,0,0.0,0.26151896
train,No Fit,0,0.0694,0.2941,1,0.0,0.32843798
train,No Fit,0,0.0502,0.1,0,25.0,0.3375106
train,No Fit,0,0.0549,0.05,0,0.0,0.47821015
train,No Fit,0,0.0775,0.35,0,15.0,0.29324365
train,No Fit,0,0.0429,0.25,1,13.0,0.23090887
train,No Fit,0,0.0776,0.25,2,0.0,0.47473377
train,No Fit,0,0.0823,0.1,1,15.0,0.44706237
train,No Fit,0,0.1402,0.2,0,14.0,0.4655385
train,No Fit,0,0.0205,0.1,1,5.0,0.2991931
train,No Fit,0,0.0647,0.3,0,0.0,0.37950048
train,No Fit,0,0.0842,0.4,2,0.0,0.43584296
train,No Fit,0,0.2385,0.5,0,0.0,0.76060474
train,No Fit,0,0.096,0.3,0,0.0,0.4050812
train,No Fit,0,0.1126,0.3,-3,6.0,0.48190898
train,No Fit,0,0.0726,0.2,-1,12.0,0.48382914
train,No Fit,0,0.0456,0.2,0,12.0,0.37552541
train,No Fit,0,0.0587,0.1,1,9.0,0.27691817
train,No Fit,0,0.0687,0.1,0,-5.0,0.51131403
train,No Fit,0,0.0171,0.375,0,26.0,0.35590208
train,No Fit,0,0.0506,0.3,0,4.0,0.34296745
train,No Fit,0,0.048,0.2,2,13.0,0.41437507
train,No Fit,0,0.0187,0.35,1,-4.0,0.26075554
train,No Fit,0,0.0516,0.25,0,0.0,0.38893753
train,No Fit,0,0.087,0.4,-1,0.0,0.24109723
train,No Fit,0,0.0657,0.15,1,0.0,0.43599933
train,No Fit,0,0.072,0.2,0,0.0,0.272838
train,No Fit,0,0.0573,0.2,-1,1.0,0.31996852
train,No Fit,0,0.1082,0.25,0,5.0,0.5446198
train,No Fit,0,0.0551,0.05,0,4.0,0.42454666
train,No Fit,0,0.0509,0.25,-2,8.0,-0.005330136
train,No Fit,0,0.0435,0.1,0,5.0,0.40279964
train,No Fit,0,0.043,0.15,0,-1.0,0.44186145
train,No Fit,0,0.0402,0.05,0,13.0,0.28433526
train,No Fit,0,0.1369,0.4,-1,17.0,0.41042063
train,No Fit,0,0.0847,0.3,0,11.0,0.4376033
train,No Fit,0,0.0598,0.3,0,10.0,0.42039388
train,No Fit,0,0.0467,0.25,-1,10.0,0.16805685
train,No Fit,0,0.0415,0.05,1,14.0,0.21391417
train,No Fit,0,0.0534,0.05,-1,0.0,0.3117038
train,No Fit,0,0.1824,0.35,-1,14.0,0.49588206
train,No Fit,0,0.0597,0.3,1,31.0,0.45236582
train,No Fit,0,0.0597,0.2,0,-3.0,0.35773107
train,No Fit,0,0.0838,0.15,0,1.0,0.17734134
train,No Fit,0,0.0504,0.2,0,5.0,0.24918813
train,No Fit,0,0.1099,0.25,0,0.0,0.2766592
train,No Fit,0,0.0801,0.3,1,0.0,0.22913164
train,No Fit,0,0.041,0.25,0,0.0,0.3102938
train,No Fit,0,0.059,0.25,0,12.0,0.25459135
train,No Fit,0,0.16,0.45,1,0.0,0.56740797
train,No Fit,0,0.0467,0.2,0,4.0,0.22153622
train,No Fit,0,0.0491,0.25,0,-1.0,0.4451229
train,No Fit,0,0.0415,0.25,1,13.0,0.35966888
train,No Fit,0,0.067,0.15,0,15.0,0.26635483
train,No Fit,0,0.0192,0.1,1,0.0,0.3001818
train,No Fit,0,0.0425,0.3846,1,7.0,0.3276899
train,No Fit,0,0.014,0.0,0,13.0,0.09306875
train,No Fit,0,0.0501,0.05,0,0.0,0.5573346
train,No Fit,0,0.0302,0.05,0,10.0,0.18289362
train,No Fit,0,0.2247,0.7,1,-3.0,0.44593275
train,No Fit,0,0.1127,0.25,0,-5.0,0.4995817
train,No Fit,0,0.1097,0.6,0,-6.0,0.4754361
train,No Fit,0,0.1238,0.4,0,0.0,0.024769094
train,No Fit,0,0.1519,0.3,0,0.0,0.364089
train,No Fit,0,0.0871,0.1818,1,4.0,0.45013934
train,No Fit,0,0.0328,0.05,0,12.0,0.2779901
train,No Fit,0,0.025,0.05,-2,25.0,0.20565091
train,No Fit,0,0.0753,0.2,1,7.0,0.5158883
train,No Fit,0,0.1277,0.55,0,15.0,0.28354895
train,No Fit,0,0.1289,0.1,1,-4.0,0.45177126
train,No Fit,0,0.1103,0.5,0,11.0,0.40581638
train,No Fit,0,0.044,0.35,-1,10.0,0.2952433
train,No Fit,0,0.0548,0.15,0,0.0,0.08821242
train,No Fit,0,0.0279,0.35,-3,4.0,0.2961094
train,No Fit,0,0.0356,0.05,-1,15.0,0.3467152
train,No Fit,0,0.0531,0.1,2,8.0,0.33154216
train,No Fit,0,0.0336,0.05,0,9.0,0.3134666
train,No Fit,0,0.1077,0.45,1,15.0,0.36138242
train,No Fit,0,0.0182,0.1,1,6.0,0.37301984
train,No Fit,0,0.059,0.25,0,9.0,0.13791205
train,No Fit,0,0.0173,0.1,2,12.0,0.3513394
train,No Fit,0,0.1781,0.5,0,18.0,0.31803763
train,No Fit,0,0.0436,0.1,1,8.0,0.2862544
train,No Fit,0,0.0372,0.25,0,15.0,0.20679462
train,No Fit,0,0.0417,0.2,-1,-3.0,0.37519366
train,No Fit,0,0.1105,0.25,-1,0.0,0.32305247
train,No Fit,0,0.0797,0.2,-1,12.0,0.30732986
train,No Fit,0,0.0904,0.2,0,8.0,0.45882225
train,No Fit,0,0.0789,0.1,0,17.0,0.465505
train,No Fit,0,0.0571,0.3,0,-2.0,0.40085313
train,No Fit,0,0.0193,0.1538,1,10.0,0.35628447
train,No Fit,0,0.1005,0.45,0,13.0,0.41271293
train,No Fit,0,0.0571,0.15,0,20.0,0.2918641
train,No Fit,0,0.0978,0.15,-2,9.0,0.47502616
train,No Fit,0,0.0399,0.05,1,4.0,0.49703902
train,No Fit,0,0.0619,0.2,1,10.0,0.50968176
train,No Fit,0,0.1716,0.45,-1,-8.0,0.2432128
train,No Fit,0,0.0495,0.15,0,14.0,0.38188967
train,No Fit,0,0.0228,0.4167,1,15.0,0.33314222
train,No Fit,0,0.0523,0.25,-1,13.0,0.5195749
train,No Fit,0,0.0199,0.15,-2,0.0,0.30314124
train,No Fit,0,0.0422,0.25,1,22.0,0.4438203
train,No Fit,0,0.0541,0.15,-1,2.0,0.37269822
train,No Fit,0,0.0785,0.35,1,13.0,0.31258777
train,No Fit,0,0.0384,0.2,-1,21.0,0.531711
train,No Fit,0,0.0603,0.1,0,6.0,0.2389062
train,No Fit,0,0.0444,0.15,2,13.0,0.39789212
train,No Fit,0,0.0115,0.2778,0,15.0,0.19891566
train,No Fit,0,0.0468,0.35,0,-10.0,0.27654025
train,No Fit,0,0.0942,0.35,1,31.0,0.3422056
train,No Fit,0,0.0446,0.15,1,7.0,0.3068211
train,No Fit,0,0.0671,0.1,2,0.0,0.39418578
train,No Fit,0,0.0323,0.05,-1,10.0,0.29930776
train,No Fit,0,0.0524,0.15,0,4.0,0.37459815
train,No Fit,0,0.0805,0.25,0,0.0,0.40455884
train,No Fit,0,0.1092,0.35,0,11.0,0.34671867
train,No Fit,0,0.0932,0.35,-1,7.0,0.21772787
train,No Fit,0,0.0455,0.25,0,15.0,0.3083796
train,No Fit,0,0.0664,0.1,0,4.0,0.5066227
train,No Fit,0,0.024,0.05,0,5.0,0.2365607
train,No Fit,0,0.095,0.4,-1,15.0,0.38139305
train,No Fit,0,0.0174,0.0769,0,0.0,0.3297926
train,No Fit,0,0.0551,0.25,1,18.0,0.3389978
train,No Fit,0,0.061,0.25,0,10.0,0.30856162
train,No Fit,0,0.0333,0.2,0,0.0,0.374979
train,No Fit,0,0.1237,0.45,0,8.0,0.30118015
train,No Fit,0,0.1408,0.2,2,10.0,0.31389046
train,No Fit,0,0.0732,0.2,-1,12.0,0.31522495
train,No Fit,0,0.0483,0.15,-1,6.0,0.37683195
train,No Fit,0,0.0841,0.3,0,6.0,0.29202777
train,No Fit,0,0.0489,0.2,0,7.0,0.39518425
train,No Fit,0,0.0611,0.15,1,17.0,0.26168415
train,No Fit,0,0.0309,0.15,-1,-1.0,0.32370704
train,No Fit,0,0.1764,0.6,0,11.0,0.53602433
train,No Fit,0,0.068,0.2,0,14.0,0.3691005
train,No Fit,0,0.0673,0.15,0,7.0,0.39231658
train,No Fit,0,0.0467,0.25,0,15.0,0.32708058
train,No Fit,0,0.0606,0.25,0,5.0,0.3279068
train,No Fit,0,0.09,0.25,0,17.0,0.29764912
train,No Fit,0,0.0123,0.2,0,12.0,0.16851446
train,No Fit,0,0.0553,0.15,0,13.0,0.264346
train,No Fit,0,0.0228,0.1538,1,0.0,0.30545866
train,No Fit,0,0.0533,0.1,0,-5.0,0.3807323
train,No Fit,0,0.3967,0.3,1,4.0,0.6054702
train,No Fit,0,0.0908,0.15,1,1.0,0.37330392
train,No Fit,0,0.0106,0.05,0,14.0,0.27535793
train,No Fit,0,0.0131,0.2,1,17.0,0.41156483
train,No Fit,0,0.049,0.2,0,10.0,0.29613137
train,No Fit,0,0.0535,0.45,0,9.0,0.4304397
train,No Fit,0,0.0755,0.2,1,10.0,0.4021058
train,No Fit,0,0.0736,0.2,0,15.0,0.33450773
train,No Fit,0,0.0715,0.25,0,15.0,0.4060443
train,No Fit,0,0.0353,0.0,0,11.0,0.21594559
train,No Fit,0,0.0489,0.15,-1,15.0,0.34906286
train,No Fit,0,0.0541,0.2,0,13.0,0.24909604
train,No Fit,0,0.043,0.2,0,0.0,0.294743
train,No Fit,0,0.0912,0.2,-2,8.0,0.29675597
train,No Fit,0,0.0461,0.375,0,8.0,0.326764
train,No Fit,0,0.2029,0.85,0,1.0,0.3793891
train,No Fit,0,0.0642,0.15,0,6.0,0.15012914
train,No Fit,0,0.1133,0.2308,0,22.0,0.45190498
train,No Fit,0,0.0165,0.05,1,5.0,0.33930737
train,No Fit,0,0.0688,0.35,1,5.0,0.41520604
train,No Fit,0,0.0474,0.25,1,26.0,0.31176588
train,No Fit,0,0.0537,0.15,-1,8.0,0.41705757
train,No Fit,0,0.3224,0.35,1,2.0,0.6234237
train,No Fit,0,0.0509,0.1,0,-3.0,0.36159253
train,No Fit,0,0.0441,0.15,1,7.0,0.16022833
train,No Fit,0,0.0754,0.25,0,14.0,0.41235456
train,No Fit,0,0.0056,0.25,1,13.0,0.16947562
train,No Fit,0,0.0229,0.1,0,11.0,0.16463915
train,No Fit,0,0.0392,0.05,0,23.0,0.33806658
train,No Fit,0,0.0238,0.15,1,3.0,0.2813553
train,No Fit,0,0.0314,0.1765,0,8.0,0.3559339
train,No Fit,0,0.0237,0.05,0,17.0,0.20290074
train,No Fit,0,0.0646,0.3,0,-4.0,0.3280025
train,No Fit,0,0.0146,0.05,-2,0.0,0.26912856
train,No Fit,0,0.0877,0.4,0,0.0,0.35370362
train,No Fit,0,0.1215,0.2,0,-5.0,0.44710737
train,No Fit,0,0.0453,0.2,-1,12.0,0.5213732
train,No Fit,0,0.1012,0.5,0,9.0,0.4274586
train,No Fit,0,0.0054,0.25,0,21.0,0.18083228
train,No Fit,0,0.0761,0.2,1,14.0,0.28247
train,No Fit,0,0.018,0.1,0,2.0,0.265397
train,No Fit,0,0.0162,0.2,0,10.0,0.21574682
train,No Fit,0,0.0389,0.2,0,8.0,0.24572022
train,No Fit,0,0.0473,0.15,0,-5.0,0.38557857
train,No Fit,0,0.1988,0.45,0,-5.0,0.44990468
train,No Fit,0,0.0114,0.05,1,0.0,0.29946828
train,No Fit,0,0.0572,0.2,-1,-4.0,0.3367541
train,No Fit,0,0.0468,0.0,0,4.0,0.24150693
train,No Fit,0,0.0283,0.2,0,17.0,0.20753334
train,No Fit,0,0.133,0.4,0,0.0,0.45302284
train,No Fit,0,0.0177,0.1,1,12.0,0.33473396
train,No Fit,0,0.033,0.25,0,0.0,0.31965393
train,No Fit,0,0.1228,0.4,2,2.0,0.26589817
train,No Fit,0,0.1321,0.2,2,5.0,0.32587618
train,No Fit,0,0.1131,0.25,-1,-1.0,0.29368418
train,No Fit,0,0.0412,0.2,0,26.0,0.3431654
train,No Fit,0,0.1237,0.3,2,10.0,0.40559053
train,No Fit,0,0.0739,0.5,2,10.0,0.27718878
train,No Fit,0,0.0703,0.45,1,9.0,0.3382833
train,No Fit,0,0.119,0.3333,1,17.0,0.20057225
train,No Fit,0,0.0878,0.3,-1,14.0,0.4745363
train,No Fit,0,0.2225,0.2,2,8.0,0.22690642
train,No Fit,0,0.042,0.15,0,5.0,0.28448075
train,No Fit,0,0.047,0.2,0,13.0,0.34658724
train,No Fit,0,0.0742,0.35,0,0.0,0.20384069
train,No Fit,0,0.0379,0.25,1,12.0,0.2972263
train,No Fit,0,0.1028,0.5,0,-2.0,0.44981918
train,No Fit,0,0.0247,0.35,0,17.0,0.3901774
train,No Fit,0,0.0436,0.05,0,0.0,0.3638776
train,No Fit,0,0.048,0.2,0,10.0,0.13580014
train,No Fit,0,0.0498,0.35,0,6.0,0.29573193
train,No Fit,0,0.0518,0.05,1,0.0,0.25505298
train,No Fit,0,0.0389,0.15,0,5.0,0.33022296
train,No Fit,0,0.0402,0.15,0,-3.0,0.21563558
train,No Fit,0,0.1323,0.25,0,11.0,0.5723692
train,No Fit,0,0.0519,0.3,-1,0.0,0.30921838
train,No Fit,0,0.0968,0.35,0,11.0,0.28173447
train,No Fit,0,0.0715,0.25,0,9.0,0.1551516
train,No Fit,0,0.0182,0.15,0,-5.0,0.5232164
train,No Fit,0,0.0529,0.35,0,17.0,0.32204252
train,No Fit,0,0.0236,0.05,-1,26.0,0.30444896
train,No Fit,0,0.0876,0.3,-1,-2.0,0.28857774
train,No Fit,0,0.1009,0.4,0,10.0,0.3630487
train,No Fit,0,0.09,0.45,0,6.0,0.25253803
train,No Fit,0,0.0164,0.3,0,0.0,0.32421556
train,No Fit,0,0.0445,0.2,1,11.0,0.2470209
train,No Fit,0,0.088,0.35,-1,10.0,0.43962544
train,No Fit,0,0.1493,0.25,0,6.0,0.48256785
train,No Fit,0,0.1147,0.35,-1,12.0,0.59614086
train,No Fit,0,0.0533,0.4,1,0.0,0.4985194
train,No Fit,0,0.0433,0.15,2,20.0,0.27533576
train,No Fit,0,0.0399,0.35,2,5.0,0.24298331
train,No Fit,0,0.0786,0.05,1,11.0,0.3139668
train,No Fit,0,0.0707,0.15,0,4.0,0.33473754
train,No Fit,0,0.0147,0.2,-1,17.0,0.18890998
train,No Fit,0,0.0606,0.2,0,5.0,0.35749465
train,No Fit,0,0.0212,0.05,0,8.0,0.35799164
train,No Fit,0,0.0394,0.2727,0,0.0,0.31570175
train,No Fit,0,0.0221,0.05,-1,5.0,0.2677018
train,No Fit,0,0.0184,0.1,1,6.0,0.4088666
train,No Fit,0,0.1021,0.3,0,10.0,0.5205816
train,No Fit,0,0.1132,0.15,-1,5.0,0.23313797
train,No Fit,0,0.0373,0.15,0,16.0,0.30348027
train,No Fit,0,0.0488,0.35,0,6.0,0.26037407
train,No Fit,0,0.148,0.4,-1,5.0,0.34089333
train,No Fit,0,0.0344,0.1,0,14.0,0.30784577
train,No Fit,0,0.1253,0.35,1,5.0,0.430894
train,No Fit,0,0.0464,0.1,1,14.0,0.35770184
train,No Fit,0,0.0934,0.35,0,9.0,0.24508384
train,No Fit,0,0.1364,0.3158,1,15.0,0.23850663
train,No Fit,0,0.0538,0.1,-1,1.0,0.35753462
train,No Fit,0,0.0167,0.0,0,11.0,0.3204549
train,No Fit,0,0.0637,0.3,0,22.0,0.34514844
train,No Fit,0,0.065,0.1,1,17.0,0.33326095
train,No Fit,0,0.0564,0.15,0,22.0,0.2805655
train,No Fit,0,0.1885,0.45,1,22.0,0.40835178
train,No Fit,0,0.0491,0.3,0,0.0,0.37202978
train,No Fit,0,0.0578,0.1,0,9.0,0.25557536
train,No Fit,0,0.0407,0.05,0,8.0,0.25018466
train,No Fit,0,0.0796,0.35,1,-3.0,0.13633278
